,customerid,bank_account_type,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,age,village,state,county
230,8a858f4f5511dca2015516c435bf3d6a,Other,Diamond Bank,,Permanent,Graduate,38.0,Ikotun,Lagos,Alimosho
231,8a858e0758715ccc0158716bbc9704d7,Savings,Fidelity Bank,,Permanent,,33.0,,Federal Capital Territory,Municipal Area Council
232,8a858ed75bc9016e015bcd6b0f6b5069,Savings,GT Bank,,,,41.0,,Lagos,Lagos Island
233,8a858e69566ae5b8015684f4642c1f37,Other,GT Bank,,Student,Post-Graduate,33.0,Abule Ijesha,Lagos,Shomolu
234,8a858f1b5a601b5a015a609f5b984127,Savings,First Bank,,Student,,32.0,,Oyo,Ibarapa Central
235,8a858ff257048b500157048be2250029,Other,Fidelity Bank,,Self-Employed,Graduate,41.0,,Lagos,Oshodi/Isolo
236,8a858fa4552add9f01553ae253297cb7,Other,GT Bank,,Permanent,,33.0,Mgbuesilara,Rivers,Obio/Akpor
237,8a8588fd53c244bc0153c74fad72587f,Other,Access Bank,,Self-Employed,,50.0,Amuwo,Lagos,Amuwo Odofin
238,8a858e615c832be8015c86f0d1082a70,Savings,GT Bank,,Permanent,,50.0,,Lagos,Ikeja
239,8a858f965bb63a25015bc22b915e62f1,Savings,UBA,,Permanent,,27.0,,Delta,
240,8a858f225bfdb280015c0e31ce624cd8,Savings,EcoBank,,Permanent,,29.0,,Ogun,Ado Odo/Ota
241,8a858f615623747d015626ec13826718,Savings,GT Bank,,Self-Employed,,35.0,Bale-Akiosi,Ogun,Ifo
242,8a85898a53d0af400153d7dc5cc22b9f,Savings,GT Bank,,Permanent,Secondary,30.0,Olode,Oyo,Egbeda
243,8a858fab5b9105dc015ba13ec2a57a0a,Savings,GT Bank,,,,40.0,Oke,Ogun,Ifo
244,8a858f305c8dd672015c9b7a60f96231,Savings,UBA,,Permanent,,49.0,Ahanechi,Kogi,Okene
245,8a858e035693e02901569484c15f3bf1,Savings,Access Bank,,Self-Employed,Graduate,42.0,,Kaduna,Chikun
246,8a858f9d5a8a79c5015a8baaaafb7213,Savings,UBA,,Permanent,,38.0,Sangotedo,Lagos,Eti Osa
247,8a858e905ce98e8d015ce9cfdf3f2053,Savings,EcoBank,,Permanent,,33.0,Mushin,Lagos,Mushin
248,8a858e64586254230158665e299575fb,Savings,First Bank,,Permanent,,28.0,,Niger,Suleja
249,8a858f1b5ab8c83d015ab8c890820023,Savings,Zenith Bank,,Permanent,,35.0,Coker,Lagos,Ifako/Ijaye
250,8a858f265c1c393e015c1e2abc1146aa,Savings,UBA,,Permanent,,34.0,,Enugu,
251,8a858fed5cabd3a0015cabd44ace0079,Savings,UBA,,Permanent,,36.0,,Kano,Gwale
252,8a858fab5cd5e1a7015cd624bb8b1f08,Savings,Zenith Bank,,Permanent,,48.0,,Federal Capital Territory,Municipal Area Council
253,8a858e7b55deef140155e587fc3b63ba,Other,GT Bank,,Permanent,,43.0,Alagbado,Ogun,Ifo
254,8a858eda5c8863ff015c889d784b197f,Savings,UBA,,Permanent,,45.0,Jinadu,Lagos,Eti Osa
255,8a858fe8555f401f01555f4a125f01ac,Savings,FCMB,,Permanent,Post-Graduate,28.0,,Lagos,Ojo
256,8a858e985ccb51e8015ccb62ac37072a,Savings,Diamond Bank,,Permanent,,44.0,,Lagos,Oshodi/Isolo
257,8a858ffd5c8d343d015c98e84c9c2a13,Savings,Stanbic IBTC,,,,46.0,,Oyo,Egbeda
258,8a858eba5c884d2a015c96f9eed0608d,Savings,GT Bank,,Permanent,,43.0,,Lagos,Kosofe
259,8a858f0b5b439ebb015b43cf463d3e39,Savings,Stanbic IBTC,,,,34.0,Rayfield,Plateau,Jos South
260,8a858899538ddb8e01539893f3b86ee7,Other,GT Bank,,Permanent,,33.0,Yabiye,Oyo,Oluyole
261,8a858e245c214660015c2a00339953d3,Savings,Diamond Bank,,,,37.0,Olosun,Oyo,Akinyele
262,8a858e245c214660015c2c27234403a9,Savings,EcoBank,,Permanent,,42.0,,Federal Capital Territory,Gwagwalada
263,8a858fa257d8223c0157d8a5a7197d2b,Other,First Bank,,Permanent,Graduate,35.0,,Kwara,Ilorin West
264,8a8588235375c27f01537601102f108c,Other,Zenith Bank,,Permanent,Graduate,48.0,Isolo,Lagos,Oshodi/Isolo
265,8a858f98560bbe11015611ef84820b47,Savings,GT Bank,,Self-Employed,Graduate,41.0,Mushin Halt,Lagos,Mushin
266,8a858f555cc65d60015cc8c9b8a84631,Savings,GT Bank,,Permanent,,43.0,Eggan,Lagos,Alimosho
267,8a858ff45be92ea2015bebd3d5dc7770,Savings,Sterling Bank,,Permanent,,36.0,Agoro,Ogun,Odogbolu
268,8a8589b7535abdb201535beac38a2006,Other,GT Bank,,Permanent,,53.0,Oyelakun,Oyo,Oluyole
269,8a858f595ccb6f86015cced9f57a03d6,Savings,Skye Bank,,Permanent,,39.0,Kubewa,Nasarawa,Karu
270,8a858f585a6a60cc015a6a8d08ab1e9e,Savings,First Bank,,Permanent,,41.0,,Ondo,Akure North
271,8a858f795896e56b0158972775f12556,Savings,First Bank,,Permanent,,31.0,Apese,Lagos,Eti Osa
272,8a858edd57f790040157ffe9b6ed3fbb,Other,First Bank,,Permanent,Secondary,34.0,Lemomu,Ogun,Obafemi Owode
273,8a858fc55b2fde30015b300d85e20ef2,Savings,FCMB,,Permanent,,32.0,,Kwara,Ilorin South
274,8a858eab5cf9c4c8015d0c94428b2976,Savings,Stanbic IBTC,,,,35.0,,Osun,Osogbo
275,8a858fa45bd95e9a015be40e410c1ad4,Savings,GT Bank,,Permanent,,40.0,Jinadu,Lagos,Eti Osa
276,8a858f8d5b632706015b65e38374135f,Savings,GT Bank,,Permanent,,39.0,,Ogun,Abeokuta South
277,8a858fa05cf48427015cf87f3c491e8b,Savings,GT Bank,,Permanent,,34.0,Shangisha,Lagos,Kosofe
278,8a858ff35acdd593015acf094819393e,Savings,GT Bank,,Permanent,,39.0,Jabi,Federal Capital Territory,Municipal Area Council
279,8a85889853f0fbaa01540f0d556f0ec3,Savings,Access Bank,,Permanent,Graduate,52.0,Maitama,Federal Capital Territory,Municipal Area Council
280,8a858f1955b1c4df0155bc7e4d2773e1,Savings,Zenith Bank,,Permanent,,40.0,Opamore,Lagos,Kosofe
281,8a8589da5410287f01541a012bf23abb,Other,GT Bank,,Unemployed,Graduate,28.0,Animashawun,Lagos,Surulere
282,8a858eac5ad81473015ad8f0682934f3,Savings,EcoBank,,,,29.0,,Lagos,Ikeja
283,8a858f6f5b3f095b015b420385286ad0,Savings,GT Bank,,,,46.0,Shangisha,Lagos,Kosofe
284,8a858fe7568ed7420156920bff565cc7,Savings,Access Bank,,Unemployed,Graduate,42.0,Alozo,Rivers,Obio/Akpor
285,8a85892854be331a0154c7f8abdb669b,Savings,UBA,,Permanent,Graduate,31.0,Coker,Lagos,Ifako/Ijaye
286,8a858fb959976ce001599c31ae157981,Savings,EcoBank,,Permanent,,35.0,,Enugu,
287,8a858ee25b34d796015b3562b4bb4ad4,Savings,First Bank,,Permanent,,30.0,Maiyegun,Lagos,Eti Osa
288,8a858f8a5a424041015a467fa9ea3240,Savings,First Bank,,,,36.0,,Kogi,Adavi
289,8a858f785cea234f015cea434e0a09e6,Savings,GT Bank,,Permanent,,36.0,Imota,Lagos,
290,8a858966538deb190153a7e5cb937e06,Other,GT Bank,,Permanent,Graduate,38.0,,Oyo,Ido
291,8a858e365c16bcef015c16d0f1a50a32,Savings,GT Bank,,Permanent,,41.0,,Oyo,Ibadan South West
292,8a858e6956939bac015695667dc84376,Other,UBA,,Permanent,Post-Graduate,35.0,,Lagos,Ikeja
293,8a858eef5554890501556a2471a71e26,Other,Access Bank,,Permanent,,36.0,Ifako,Lagos,Ifako/Ijaye
294,8a858ee05a6b7d75015a704d99b22ed7,Savings,GT Bank,,Permanent,,33.0,,Rivers,Obio/Akpor
295,8a858f6e5cb16eb9015cba9514502da3,Savings,Diamond Bank,,Permanent,,36.0,,Federal Capital Territory,Municipal Area Council
296,8a858f3e589c40610158b48a71b430d3,Savings,GT Bank,OREGUN,Permanent,Graduate,38.0,,Lagos,Ifako/Ijaye
297,8a858f6a5d1e09b3015d2b9c63ee790e,Savings,Access Bank,,Permanent,,42.0,Igbosere,Lagos,Eti Osa
298,8a858f955775750801577ba5e370562e,Other,GT Bank,,Permanent,Graduate,44.0,Arida,Lagos,Alimosho
299,8a858f975c4582c4015c4a3c945e2599,Savings,GT Bank,,,,35.0,Alaka,Oyo,Akinyele
300,8a858fa25cfa127c015d0701d6ad4f46,Savings,Stanbic IBTC,,,,39.0,Lafia,Lagos,Mushin
301,8a8589a453bc422d0153c993db2604b6,Savings,Stanbic IBTC,,Permanent,Graduate,35.0,,Kano,Nassarawa
302,8a858f5856373f8801563b682f941356,Other,GT Bank,,Self-Employed,,35.0,Ajegunle,Lagos,Alimosho
303,8a858fbb5bf26814015bf27f571811dd,Savings,UBA,,Permanent,,42.0,Ijaiye,Lagos,Ifako/Ijaye
304,8a858e3e5922ba43015960f173140164,Savings,First Bank,,Permanent,,42.0,Lapeleko,Ogun,Ewekoro
305,8a858f60560bc43d015612f6e11767d6,Other,UBA,,Self-Employed,,48.0,Ojo,Lagos,Ojo
306,8a858f9b5a42e52f015a45ea99c56a99,Savings,UBA,,Student,,30.0,,Ondo,Akure South
307,8a858e42570314e00157062a120e6345,Other,GT Bank,,Self-Employed,Graduate,36.0,Iju Junction,Lagos,Ifako/Ijaye
308,8a85887d53675f4f015379a44783264e,Other,Stanbic IBTC,,Permanent,,48.0,Itire,Lagos,Surulere
309,8a858fa459e0a1340159e1f07d045910,Savings,EcoBank,,Permanent,,36.0,Maiyegun,Lagos,Eti Osa
310,8a858f6057e2dba50157edb735e75aaf,Other,Stanbic IBTC,,Permanent,,35.0,Ntezi-Aba,Ebonyi,
311,8a858ff85bd93919015be27b9f421e8b,Savings,GT Bank,,,,40.0,Iranla,Lagos,Eti Osa
312,8a858f365c83961c015c87a053cb5b39,Savings,EcoBank,,Permanent,,51.0,Gwari,Federal Capital Territory,Gwagwalada
313,8a858f3a58a6d6720158b0d75ed070f2,Savings,EcoBank,,Unemployed,,40.0,Egbe,Lagos,Alimosho
314,8a858fdb5b8094e2015b80ac5cd70f9f,Savings,Stanbic IBTC,,Permanent,,32.0,Mgbuesilara,Rivers,Obio/Akpor
315,8a858e6f5668e01701568175112b2522,Savings,Fidelity Bank,,Unemployed,,36.0,Isasi,Lagos,Ojo
316,8a858e1e54e2aa5a0154e7e0494068e1,Savings,Sterling Bank,,Self-Employed,,35.0,Mushin Halt,Lagos,Mushin
317,8a858ec75bfd77c4015bff1610173ed1,Savings,Access Bank,,,,43.0,,Lagos,Badagry
318,8a858e0256b781d80156c257b79f0ac0,Other,GT Bank,,Self-Employed,Graduate,39.0,,Lagos,Ikeja
319,8a858ed45c454c11015c505b357c147d,Savings,GT Bank,,,,40.0,Ishaga,Lagos,Oshodi/Isolo
320,8a858eba5591bf280155987d3c73182f,Other,Access Bank,,Permanent,Graduate,40.0,,Lagos,Kosofe
321,8a858e505baa530d015baa644c9b0d58,Savings,GT Bank,,Permanent,,35.0,,Osun,Olorunda
322,8a858fa3552ae1120155398656a154c3,Other,GT Bank,,Self-Employed,,43.0,Coker,Lagos,Ifako/Ijaye
323,8a858e165b90faf9015b9ed99b3e0c2d,Savings,Zenith Bank,,Permanent,,48.0,Losi,Lagos,
324,8a858f355ac88945015aca084ee050c2,Savings,First Bank,,,,34.0,Ajara,Lagos,Badagry
325,8a858f3a58b5b0fe0158b6ca51f756ce,Savings,UBA,,Student,,30.0,Swali,Bayelsa,
326,8a858f475c11bc72015c131399ff0768,Savings,GT Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
327,8a858f335cd0c78e015cd10d78b316c0,Savings,Skye Bank,,,,35.0,Abaranjeh,Lagos,Alimosho
328,8a858ee758b4c54a0158cafdc6c6740f,Savings,GT Bank,,Permanent,,40.0,,Lagos,Ikeja
329,8a8588f35451808f015475d4e4432f4f,Savings,Zenith Bank,,Permanent,,33.0,Ungwan Bado,Kaduna,Kaduna North
330,8a858e215c7de5f2015c81ce4f5e4902,Savings,GT Bank,,,,40.0,Zokoja,Kogi,
331,8a858e395cb1d4d9015cc067ecea501f,Savings,Standard Chartered,,Permanent,,52.0,Idi Iroko,Oyo,Ibadan South East
332,8a858e5d5bf3454f015bf4ff33845406,Savings,First Bank,,Permanent,,42.0,Coker,Lagos,Ifako/Ijaye
333,8a858e6a5cc6b1aa015cc922395235a0,Savings,Access Bank,,Permanent,,33.0,,Nasarawa,
334,8a85886f543912e301544f65621c2e9f,Savings,Diamond Bank,,Permanent,Graduate,32.0,Atan,Lagos,Alimosho
335,8a858ecd57b919a70157c8398b5d5300,Savings,Diamond Bank,,Permanent,,45.0,,Niger,Bosso
336,8a858e495d1e235c015d2218c8ef60b2,Savings,UBA,,Permanent,,33.0,,Federal Capital Territory,Municipal Area Council
337,8a858e6f5cd5e874015cd6bbd4f83158,Savings,Diamond Bank,,Permanent,,34.0,Adiyan,Ogun,Ifo
338,8a858ec25a4d1d16015a4d40078b0a73,Savings,GT Bank,,Permanent,,27.0,,Adamawa,Yola South
339,8a858899538ddb8e01539483a5c32d6a,Other,First Bank,,Permanent,,44.0,,Lagos,Lagos Island
340,8a858ee45b39aa80015b3b1a1d600f18,Savings,GT Bank,,Permanent,,38.0,,Lagos,Ikeja
341,8a858e485cc0eed3015cc5416e6e71b8,Savings,Zenith Bank,,Permanent,,40.0,Dushepe,Federal Capital Territory,Municipal Area Council
342,8a858f955cc6631f015cc9eb86fe4679,Savings,GT Bank,,Permanent,,33.0,Itirin,Lagos,Eti Osa
343,8a858e605d3c7ec7015d3c8f538c07d2,Savings,GT Bank,,Permanent,,54.0,Ikate,Lagos,Eti Osa
344,8a858f3455a0d8070155b6c6fdd05de2,Other,GT Bank,,Self-Employed,Graduate,50.0,Rumuoparali,Rivers,
345,8a858e205c21d53a015c32394c2162f8,Savings,GT Bank,,Permanent,,48.0,,Lagos,Mushin
346,8a858fc55bf27347015bf2a538491b80,Savings,Zenith Bank,,Permanent,,41.0,Ogoyo,Lagos,Eti Osa
347,8a858fe756939bbb0156993f3dda2d08,Other,First Bank,,Permanent,,44.0,George,Lagos,Ikeja
348,8a858fd3552c75620155592474741064,Other,Sterling Bank,,Permanent,,47.0,,Enugu,
349,8a858e5b5ca767e1015cabb669de1afd,Savings,Zenith Bank,,Permanent,,40.0,,Lagos,Ikeja
350,8a858eee58c2b6220158c4d7791c1a49,Savings,First Bank,,Permanent,,54.0,Ofin,Ekiti,
351,8a858f5b5bee1b11015beeff2cfe4d3a,Savings,GT Bank,,Permanent,,40.0,Choko,Nasarawa,Karu
352,8a858e0a5668e69c01567fd20d2f6854,Other,GT Bank,,Permanent,,41.0,,Delta,Sapele
353,8a858f055d0e3d8c015d11d2a91e4d09,Savings,UBA,,Permanent,,32.0,,Lagos,Ikeja
354,8a858e495bf8527e015bf8e8db823e98,Savings,EcoBank,,Permanent,,39.0,Ikare,Ondo,Akoko North East
355,8a858e185b4923b4015b536354895cae,Savings,GT Bank,,Permanent,,37.0,Mosan,Lagos,Alimosho
356,8a858f2e5b81c373015b83d7c16b7392,Savings,Diamond Bank,,Permanent,,42.0,,Lagos,Ikeja
357,8a858faf5679a83801567ddf6bda6af7,Savings,GT Bank,,Permanent,,44.0,,Adamawa,Mayo-Belwa
358,8a858fe55b013a0b015b046604a1542a,Savings,GT Bank,,Permanent,,37.0,Agelu,Oyo,Ido
359,8a858e935b496584015b499133091139,Savings,Unity Bank,,Permanent,,34.0,,Ogun,Abeokuta South
360,8a858ece5cd05041015cd14579177593,Savings,Diamond Bank,,Permanent,,35.0,,Osun,Osogbo
361,8a858e5a5a0477db015a100e94100351,Savings,GT Bank,,Permanent,,29.0,Ogoja,Cross River,Ogoja
362,8a858fb557330de1015750e05ade4eb8,Savings,Skye Bank,,Permanent,,32.0,Alaba Egi,Osun,Ife East
363,8a858e85598cd81601598fc650e251e3,Savings,GT Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
364,8a858fd85507735701550d603b101f21,Savings,Access Bank,,Self-Employed,,34.0,,Federal Capital Territory,Gwagwalada
365,8a858f865ceebc32015ceec592880a08,Savings,GT Bank,,,,52.0,Ishaga,Lagos,Oshodi/Isolo
366,8a858fbd59978ae4015998515de038de,Savings,Fidelity Bank,,Permanent,,42.0,,Lagos,Mushin
367,8a858f445a4c929e015a4ca09cf50f44,Savings,GT Bank,,Permanent,,41.0,,Kano,Nassarawa
368,8a858f0056b7cf8e0156b9bfbb2066fd,Other,GT Bank,,Permanent,Post-Graduate,45.0,,Lagos,Eti Osa
369,8a858ed4584472cf01584510df1d30d8,Other,Wema Bank,,Permanent,,35.0,Ishaga,Lagos,Oshodi/Isolo
370,8a858e245b680423015b6ced9fa8358f,Savings,Access Bank,,Permanent,,41.0,,Anambra,Idemili South
371,8a8588fd53c244bc0153c7b2842d093b,Other,GT Bank,,Permanent,,31.0,,Rivers,Obio/Akpor
372,8a858f0656b7820c0156c59a540644cd,Other,Diamond Bank,,Self-Employed,,52.0,Emuren,Lagos,
373,8a858f585a6bfa1d015a6f8b2d582fb9,Savings,GT Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
374,8a858eef5554890501556d6c58e46b34,Savings,UBA,,Permanent,,32.0,Okuokoko,Delta,
375,8a858f7b5ca7abe3015cab4166a26278,Savings,Diamond Bank,,Permanent,,42.0,Ibafo,Ogun,Obafemi Owode
376,8a858eac5ad81473015ad8d9a28031cf,Savings,Access Bank,,Permanent,,47.0,Alomaja,Oyo,Oluyole
377,8a8589a453bc422d0153c752246a54c1,Other,GT Bank,,Permanent,,42.0,,Federal Capital Territory,Municipal Area Council
378,8a858e6c5c88d145015c9caa6c0f328c,Savings,Skye Bank,,Permanent,,35.0,Agidingbi,Lagos,Ikeja
379,8a858e705668e16701567ab4dc885164,Other,GT Bank,,Self-Employed,,45.0,,Federal Capital Territory,Municipal Area Council
380,8a858e8a5c1c14b8015c1d9847f24af8,Savings,First Bank,,,,33.0,Alarupo,Oyo,Lagelu
381,8a858f9d5afc0a16015afc552c271b88,Savings,GT Bank,,,,41.0,Coker,Lagos,Ifako/Ijaye
382,8a858e5b5c1a43c1015c1a8921c11694,Savings,GT Bank,,Permanent,,41.0,Ikota,Lagos,Eti Osa
383,8a858e4f5929c3df01592ae551cb10f2,Savings,Access Bank,,Permanent,,42.0,,Akwa Ibom,
384,8a858eff5b393484015b394ef3281e60,Savings,UBA,,Permanent,,47.0,Abak,Akwa Ibom,Abak
385,8a858e045cd5b1d6015ce3fef2ef0ee4,Savings,First Bank,,Permanent,,34.0,Ilado,Lagos,Eti Osa
386,8a858e8a5ca0f59d015ca1736eef3cb3,Savings,First Bank,,Permanent,,53.0,,Ekiti,
387,8a858edb5b8210eb015b854c86cf1a6d,Savings,Access Bank,,Permanent,,47.0,Iponri,Lagos,Surulere
388,8a858eed5756fb0e01576bf110494f12,Savings,UBA,,Permanent,,37.0,Egbe,Lagos,Alimosho
389,8a858f0455d9feaf0155e4344e847fc6,Savings,GT Bank,,Permanent,Secondary,29.0,,Niger,Borgu
390,8a858f8a558227f2015590dc5e57307e,Savings,Access Bank,,Self-Employed,,47.0,Offatedo,Osun,Egbedore
391,8a858e495d1e235c015d22b45ae26f6c,Savings,GT Bank,,,,31.0,Aiyetoto-Asogun,Lagos,Amuwo Odofin
392,8a858e0359bb64590159c00194e641f9,Savings,First Bank,,Permanent,,31.0,,Lagos,Agege
393,8a8588fd53c244bc0153c7464a0b550c,Savings,GT Bank,,Self-Employed,Secondary,32.0,,Anambra,Onitsha North
394,8a858f1959d168260159d213daf93761,Savings,GT Bank,,Permanent,,40.0,,Federal Capital Territory,Municipal Area Council
395,8a858ee45b62dadc015b62fedecd1b56,Savings,GT Bank,,Permanent,,34.0,,Lagos,Ikeja
396,8a858f2f54e28d530155057d6c2129e1,Savings,Stanbic IBTC,,Permanent,,36.0,,Lagos,Oshodi/Isolo
397,8a85897353d85af80153db21edaa0bf8,Savings,Stanbic IBTC,,Permanent,Secondary,43.0,,Georgia,Clayton County
398,8a858e655a047d1a015a05e93ffa5960,Savings,First Bank,,Permanent,,37.0,Mgbu-Oba,Rivers,Obio/Akpor
399,8a858ea75cef5535015cf2aa1846310b,Savings,Access Bank,,,,41.0,,Osun,Ife Central
400,8a858f765c113fe5015c115c296e11f0,Savings,GT Bank,,Permanent,,49.0,,Katsina,
401,8a858fda56562f8f015663f921ac0cee,Savings,GT Bank,,Permanent,Graduate,37.0,Kabala,Kaduna,Kaduna North
402,8a858f0455d9feaf0155e51729974b16,Other,GT Bank,,Permanent,,37.0,Ilado,Lagos,Eti Osa
403,8a8588dd54a3ead30154bad3d2962cce,Other,Access Bank,,Permanent,,39.0,,Oyo,Lagelu
404,8a858e7d5ab8ce17015abf6bc2b52ab6,Savings,Access Bank,,Permanent,,39.0,Umuigbo,Rivers,Obio/Akpor
405,8a858ee85aa98890015aaabaf01461b8,Savings,Diamond Bank,,Permanent,,53.0,Ikotun,Lagos,Alimosho
406,8a858f255cb1710a015cb4d46c3074f7,Savings,GT Bank,,,,47.0,,Lagos,Ikeja
407,8a858f745bf29616015bf2e3f2b038f8,Savings,GT Bank,,Permanent,,33.0,,Ondo,Akure South
408,8a858f365b2547f3015b2fa36f67322c,Savings,Skye Bank,,Permanent,,48.0,,Ogun,Yewa South
409,8a858e6c5c88d145015c9d177714659b,Savings,First Bank,,Permanent,,29.0,Odo,Lagos,
410,8a858f0656b7820c0156c1675caf6f38,Other,First Bank,,Self-Employed,,38.0,Isolo,Lagos,Oshodi/Isolo
411,8a858e225a28c713015a33e7c0bf5ed8,Savings,Skye Bank,,Permanent,,35.0,Itire,Lagos,Surulere
412,8a858ef458d4a52e0158f7a7f43b294b,Savings,GT Bank,,Permanent,,38.0,Osho,Lagos,Surulere
413,8a858f6e5cb16eb9015cb59f4eb9116f,Savings,Access Bank,,Permanent,,38.0,,Cross River,Calabar Municipal
414,8a858f495a7fafc1015a806e19fd05d4,Current,Standard Chartered,,Permanent,,48.0,Arida,Lagos,Alimosho
415,8a858f61560bc0e501561c6067660b09,Other,GT Bank,,Permanent,Graduate,34.0,,Ondo,Akure North
416,8a858fcc5d0cbc32015d0cbda2d1011a,Savings,Zenith Bank,,,,42.0,Sagwari,Federal Capital Territory,Bwari
417,8a858faf5679a838015682738f813968,Other,UBA,,Permanent,,36.0,Kagini,Federal Capital Territory,Municipal Area Council
418,8a858fa5552add5d01554935cd6633ac,Other,First Bank,,Permanent,Graduate,33.0,Igbosere,Lagos,Eti Osa
419,8a858e935b496584015b571e4fea5ff3,Savings,Sterling Bank,,Permanent,,44.0,,Lagos,Ojo
420,8a858eff5b393484015b3944320810f3,Savings,Diamond Bank,,,,44.0,Yaba,Lagos,Lagos Mainland
421,8a858eb05d2d1297015d313b03581809,Savings,GT Bank,,Permanent,,34.0,Agbon,Oyo,Lagelu
422,8a858f1b5b24a6bf015b24c29e5017d9,Savings,First Bank,,Permanent,,33.0,Okutukutu,Bayelsa,
423,8a858f00590ac4e701592b042a0e2816,Savings,First Bank,,Permanent,,51.0,Idi Iroko,Oyo,Ibadan South East
424,8a858fcf5b39c3ba015b3d91e1f028de,Savings,First Bank,,Permanent,,38.0,,Osun,Irepodun
425,8a858fbf5b3a0b46015b3d3cf15c02dc,Savings,First Bank,,Permanent,,42.0,Sagwari,Federal Capital Territory,Bwari
426,8a858eed5a42df95015a45e2fcac6aa9,Savings,First Bank,,Permanent,,37.0,,Lagos,
427,8a858f035ac15096015ac6ca9b3e0879,Savings,First Bank,,Permanent,,37.0,Oke,Ogun,Ifo
428,8a858eda5c8863ff015c8c99ccc66fa7,Savings,Access Bank,,Permanent,,44.0,,Ondo,Akure South
429,8a858fd75cac5e18015cac9407ee1e4a,Savings,Sterling Bank,,Permanent,,35.0,Onitiri,Lagos,Lagos Mainland
430,8a858f9c5a4817be015a48bb859430a2,Savings,GT Bank,,,,32.0,,Edo,Oredo
431,8a858f09582a50b201583155980077a9,Other,EcoBank,,Permanent,Graduate,31.0,Mushin Halt,Lagos,Mushin
432,8a858f99560bbe4501561769d7674785,Other,UBA,,Self-Employed,,50.0,Obia,Rivers,Obio/Akpor
433,8a858e685adba68e015adc39b1736fc3,Savings,GT Bank,,Permanent,,35.0,Igbo,Lagos,Eti Osa
434,8a858e615c832be8015c83b1cd532bb9,Savings,GT Bank,,,,35.0,Ikot Efana Nkpa,Cross River,Odukpani
435,8a858f155554552501555b1f0b681e93,Other,GT Bank,,Permanent,,34.0,,Kwara,
436,8a858faf56b7821c0156cd9d24f12275,Other,EcoBank,,Self-Employed,Graduate,42.0,Aka,Akwa Ibom,
437,8a858e905b47e117015b47efdc460bbc,Savings,First Bank,,,,36.0,,Delta,
438,8a858e0256b781d80156c65a6ffb2709,Other,GT Bank,,Student,,32.0,,Delta,Oshimili North
439,8a858e725c360240015c3797bd734cf7,Savings,GT Bank,,,,48.0,Isaga-Abosule,Ogun,Ifo
440,8a858e105bd92644015bdca43c877d2c,Savings,GT Bank,,Permanent,,42.0,Ejigbo,Lagos,Oshodi/Isolo
441,8a858f185d1daff6015d227c61832b3e,Savings,GT Bank,,Permanent,,37.0,Ogombo,Lagos,Eti Osa
442,8a858f2e5cd09481015cd0b9a1c71440,Savings,GT Bank,,Permanent,,36.0,Yemoja,Kwara,Ilorin West
443,8a858f3b5c1c5a08015c1f69e3786a85,Savings,First Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
444,8a858f7a5ca22d3c015ca24d01461879,Savings,GT Bank,,Unemployed,,38.0,Oduwole,Lagos,Alimosho
445,8a858e6c5c88d145015c8b9627cd5a48,Savings,Sterling Bank,,Permanent,,43.0,Iponri,Lagos,Surulere
446,8a858f305c8dd672015c9d82080e7f53,Savings,UBA,,Permanent,,30.0,Alausa,Lagos,Ikeja
447,8a858ec6560bc098015613ffe8fc317e,Savings,UBA,,Self-Employed,,56.0,Idona,Ogun,Ijebu North East
448,8a858ed55844707601584dfb865e3284,Other,Diamond Bank,,Student,,28.0,Alakahia,Rivers,Obio/Akpor
449,8a858f965c6950da015c7c383abc69c6,Savings,GT Bank,,,,31.0,Ekoro,Lagos,Alimosho
450,8a858ef25cd0c652015cd46515a128be,Savings,EcoBank,,Permanent,,37.0,,Federal Capital Territory,Municipal Area Council
451,8a858fb15d0d2558015d0d98bc79398b,Savings,Access Bank,,Permanent,,31.0,Igbosere,Lagos,Eti Osa
452,8a858f475bceed0d015bcf37085126dd,Savings,GT Bank,,Permanent,,36.0,Ogombo,Lagos,Eti Osa
453,8a858e225c404292015c583027e72e02,Savings,GT Bank,,Permanent,,39.0,,Oyo,Ibadan South West
454,8a858f8d5b3e733e015b3e7510a70420,Savings,GT Bank,,,,46.0,Ajegunle,Lagos,Alimosho
455,8a858ee0564adc5001564f944be67238,Other,Skye Bank,,Permanent,,41.0,Maya,Lagos,
456,8a858ff25b8b1ddb015b8b21ddb703ae,Savings,Access Bank,,Permanent,,33.0,,Kogi,Okehi
457,8a858fa154e2912f0155071c1e512f6f,Savings,GT Bank,,Permanent,,36.0,,Lagos,Ikeja
458,8a858f4b55df0f530155ee9754535666,Other,UBA,,Student,,34.0,,Oyo,Ibadan North
459,8a858ff85bd93919015be339c7e73cdd,Savings,Access Bank,,,,47.0,Obanikoro,Lagos,Shomolu
460,8a858f13556665aa015568a887180914,Other,UBA,,Self-Employed,,44.0,Ologbun,Ogun,
461,8a858fcb5d0ed176015d0ed6ebae01b8,Savings,Diamond Bank,,,,38.0,,Kwara,Ilorin South
